brand,categories,features.value,manufacturer,name
Starwest Botanicals,"Grocery & Gourmet Food,Cooking & Baking,Dried Seaweed & Nori",Organic Lemon Peel Granules,,Starwest Botanicals Organic Lemon Peel Granules
Haribo,"Grocery & Gourmet Food,Cooking & Baking,Dried Seaweed & Nori,Grocery","The original gummi bears with a sour,tangy coating: HARIBO SOUR GOLD-BEARS in the flavors lemon,orange,pineapple,raspberry and strawberry!",,Haribo New Sour Gold-Bears Gummi Candy in 1.8 oz Individual Serving Size Bags (Case of 24)
Coco Polo,"Grocery & Gourmet Food,Cooking & Baking,Dried Seaweed & Nori,grocery","Chocolate liquor,Almonds,Non-GMO Erythritol,Inulin (Extract of Chicory Root),Cocoa Butter,Non-GMO Soy Lecithin,Vanilla,Reb A (Extract of Stevia)",,Coco Polo Stevia Sweetened 70% Cocoa Cadenza Chocolate with Whole Roasted Almonds
Stonewall Kitchen,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","Tomatoes,Tomato Paste,Pure Cane Sugar,Lime Juice Concentrate,Agave Nectar,Water,Chipotles in Adobo (water, red jalapeno peppers, tomato paste, vinegar, salt, oleoresin paprika, natural flavor, oleoresin capsicum),White Vinegar,Red Bell Pepper,Minced Garlic,Salt,Dried Garlic,Garlic Powder,Onion Powder,Spices,Dehydrated Onion,Lime Oil,Cilantro Oil",,Stonewall Kitchen Ketchup
Le Gemme Del Vesuvio,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","Durum wheat semolina,Water.",,"Le Gemme Del Vesuvio: ""Fusilloni"" Durum Wheat Semolina Pasta * 8.8 Ounce (250gr) Packages (Pack of 3) * [ Italian Import ]"
SweetGourmet,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","Corn Syrup. sugar,natural peppermint flavor,artificial color (titanium dioxide, fd&c red40),.",,SweetGourmet Arcor Starlight Peppermint Twist Wrap Mints
CocoBacon,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","Organic Toasted Coconut Chips,Organic Coconut Sugar,Organic Coconut Oil,Organic Spices,Celtic Sea SaltÂ®,Organic Smoke Flavor",,CocoBacon Vegan Organic Coconut Bacon
Mulberry Lane Farms,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring",multi-colored popcorn seeds with nothing else added!,,Popcorn Seeds
Uncle Henry's Pretzel Bakery,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","Unbleached Wheat Flour,Water,Sourdough,Yeast,Salt,and Soda",,Uncle Henry's 3 lb. Bag Extra Salt Pretzels
JND,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","Enriched No.1 Semolina,Pasteurized Eggs,Water",,FINE Egg Noodles-16 oz.-3 Pkgs.
Candy Creek Lollipops,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","Sugar,Corn Syrup,Citric Acid,Titanium Dioxide color,Artificial and Natural Flavors and Artificial Colors. (FD&C Yellow 5, Red 40, Red 3, Yellow 6 and Blue 1),and Soya Lecithin. Manufactured in a facility that processes Dairy,Peanut,Almond,Walnut,Pecan,Nutmeg,Soy Protein. Candy Creek lollipops are Gluten Free. Contains Soy",,Candy Creek Patriotic Lollipops
Just Popped,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","Refined Corn Oil,Colored with Beta Carotene,Artificially Flavored,Colored Oil may contain a combination of the following: FD&C Blue No. 1 Lake,FD&C Blue 2 Lake,FD&C Yellow 5 Lake,FD&C Yellow 6 Lake,FD&C Red 40 Lake,Titanium Dioxide.",,Red Colored Popcorn Oil 32 Oz
SweetGourmet,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","Sugar,corn syrup,titanium dioxide color,natural spearmint oil and artificial colors (FD&C yellow 5, blue 1, red 40, yellow 6 & red 3),and soy lecithin. **Contains: Soy Ingredients. **Manufactured on equipment used to process dairy,peanut,almond,walnut,pecan,nutmeg,soy protein,wheat and shrimp (glucosamine),products.",,SweetGourmet Spearmint Starlites Wrapped Candy
Eden,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","Organic great northern beans,water,and kombu seaweed.",,Eden Foods Organic Great Northern Beans -- 15 oz
Gift Basket Village,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","This cute gift basket offers the wonderful scent of apples and daffodils in lotions and gels along with other wonderful spa products,candles and cookies! It is a wonderful gift at a great price!This adorable spa gift basket includes:Wild Apple Daffodil Body LotionWild Apple Daffodil Bath GelExfoliation Body PuffWildflower Bubbling Bath GrainsFlower CandleKey Lime Almond Shortbread CookiesLemon Almond Shortbread Cookies",,Gift Basket Village Wild Apple Daffodil SPA Set for Her
,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring","vegetables (onion. garlic),scallops. .",Heinz,200gx10 Bags Heinz Seafood Curry
,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring",Curry Base: vegetables,Canyon spices,200gx5 One Free Eaves Specialty Curry Retort Pack
,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring",plum processed products,Bulldog,Bulldog Mazeryanse Plum Shiso (9gx2 Bags) X5 Pieces
,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring",edible vegetable oil. soy sauce,Asamurasaki,Asamurasaki Gomadare 1090g
,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring",soy sauce. sugar,CookDo (Kukkudo~u),Ajinomoto Cookdo Korea! 3-4 Servings X4 Boxes For Bulgogi
,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring",rice vinegar. soy sauce. sugar. salt.,Oyama food,Oyama Food Black Zu Sauce 100mlx12 This
,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring",ginger. carrots. soy sauce. deep-fri.,K & K (Keandoke),K & K Put To Cook Kochi Prefecture Ginger Rice 195g
,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring",soy sauce. sugar. fermented seasonin.,Shokuirodori workshop,Shokuirodori Workshop Bowl Sauce 1.8l
,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring",soy sauce. fructose glucose syrup. s.,Nitto industry,Sauce Sweet 1l of Hokuyo Plover Grilled Meat
,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring",beef. broth. curry roux. onion Sovie.,Somu,Mikuni Supervision Goods Hokkaido Japanese Beef Curry 200gx2 Pieces
Glee Gum,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring",Cane Sugar,,Glee Gum - All Natural Chewing Gum Triple Berry - 16 Piece(s) (pack of 3)
MarDona,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring,Food,Condiments,grocery",Non Flavored Pop Corn Black Truffle Olive Oil Black Truffle Sea Salt Pop Corn Cups,,Black Truffle Pop Corn Kits
Primal Kitchen,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring,Grocery","Avocado oil,organic cage-free eggs,organic cage-free egg yolks,organic vinegar,sea salt,organic rosemary extract.",,Primal Kitchen - Avocado Oil Mayo
Giusto Sapore,"Grocery & Gourmet Food,Cooking & Baking,Extracts & Flavoring,Grocery","Wheat,flour,sugar,water,raisins,candied orange peel (orange peel, glucose-fructose syrup, sugar, acidity regulator: citric acid),vegetable margarine [refined vegetable oils and fats (palm, sunflower),water,flavors],emulsifier: mono and diglycerides of edible fatty acids,sourdough (wheat flour, water),egg yolk,glucose-fructose syrup,butter,salt,natural flavors.",,Giusto Sapore Italian Panettone Premium Gourmet Traditional Dessert Bread 2Lb. - Imported from Italy and Family Owned - Happy Fathers Day Special!
Mentos,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals","Chewing Gum Base,Mannitol,Xylitol,Apple Concentrate,Sorbitol,Maltitol; contains less than 2 percent of: Blackberry Concentrate,Gum Arabic,Natural and Artificial Flavors,Malic Acid,Gelatin,Maltitol Syrup,Strawberry Concentrate,Citric Acid,Aspartame,Glycerol,Tartaric Acid,Soya Lecithin,Acesulfame K,Sucralose,Colors (Titanium Dioxide, Carmine, Beta-Carotene),Shellac,Carnauba Wax,Hydrogenated Coconut Oil,Sucrose Esters of Fatty Acids,Red 40,BHA to Maintain Freshness,Blue 1 Lake.",,Mentos Gum Up2U Curvy Bottle
Jansal Valley,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals","Spices,paprika,salt,cayenne pepper powder,crushed aleppo chile peppers,citric acid and vegetable oil",,Jansal Valley Berbere Spice
Ancient Harvest,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals",A Natural Blend of Corn Flour and Quinoa Flour.,,Ancient Harvest Quinoa Organic Pasta Gluten Free
Live G Free,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals","corn starch,potato starch,long grain rice flour,soluble corn fiber,palm oil,sugar,salt,cellulose gum,sunflower lecithin,yeast extract,chicory root extract,sodium bicarbonate,sodium acid pyrophosphate,citric acid.",,Live G Free Gluten Free Pretzel Sticks - 8oz.
Black Tie Mercantile,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals","Dextrose,corn syrup,sugar,hydrogenated coconut oil,malic acid,magnesium stearate,maltodextrin,egg albumen,artificial flavors,xanthan gum,carnauba wax,mono & diglycerides,blue 1 lake,blue 2 lake,carmine,red 40 lake,yellow 5 lake,yellow 6 lake. Contains egg. Produced in a facility that also processes wheat.",,Wonka Chewy Spree Candy
Great River Organic Milling,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals","Organic Brown rice,Organic barley",,Great River Organic Milling Organic Whole Grain Rice Hot Cereal
Gold Mine,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals","Sugar,Corn Syrup,Gum Base,Artificial Flavors,Titanium Dioxide,Artificial Colors,Including: FDC Yellow 5,BHT (to Maintain Freshness),Resinous Glaze.",,"Bubble Gum, Nugget 2 oz (56 g)"
Teddy Grahams,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals","Sugar,Enriched Wheat Flour Niacin,Thiamine (Vitamin B1),Riboflavin (Vitamin B2),Ferrous Fumarate,Folic Acid,Palm Oil Shortening,Cocoa Powder,Water,Soy Flour,Cacao Liquor,Emulsifier (Soy Lecithin),Salt,Artificial Colors (FDC Red 3, FDC Yellow 6, FDC Yellow 5, FDC Blue 1),Leavening (Baking Soda),.",,Pampa Artificially Flavored Chocolate Cream Filled Wafers - Net Wt. 8 Ounces
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals",Kochijan. soy sauce. mirin. apple. s. Nutritional Information: 347kcal. Contents: 120g,Organic Food,Iodine 120g Organic Stone-grilled Bibimbap
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals","wipe (China),.",Wild ginseng food industry,The One-time-use Pack! Wipe 70gx5 Bags
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals","animal fat (lard),.",Canyon spices,150gx10 or Curry Roux For Canyon Spice Children
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals",white sesame. black sesame. radish l.,Mitsukan,Mitsukan Omusubi Mountain (large Bag) Plum Shiso Greens 63gx10 Pieces
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals",alum. ferrous sulfate. laurel.,Ogura food Chemical,Elementary Binasu 70gx20 Pieces of Pickles Ogura Food Chemical Eggplant
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals",soy sauce. radish. 's a kelp.,Paul Sutaa,Paul Sutaa Hana-tei Bistro Wholesale Steak Sauce 215g
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals",tuna. vegetables. fruit,Office Shin,Tsukiji Tuna Curry 210g
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals,grocery",edible vegetable oils and fats. suga,Fundokin,Fundokin Business For Thousand Island Dressing 970ml
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals,grocery",matsutake mushroom. bamboo shoots. o,Mishima,Mishimashokuhin Matsutake Mushroom Rice 1kg
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals,Pasta",edible vegetable fats and oils,McCormick,Yuki Mc Chinese Dressing 300ml
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals,Rice Flour,Grocery",bamboo shoots. oil up. soy sauce. pr.,RIKEN,Riken Gunpowder Bamboo Shoot Rice For Cooked Rice Prime Koikuchi Type 550g (for 1 Bushel)
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals,Wheat Flours & Meals",vegetables,Okinawa Ham general food,180gx20 One Element of Okinawa Ham (okihamu) Fuchiba Juicy
,"Grocery & Gourmet Food,Cooking & Baking,Flours & Meals,Wheat Flours & Meals",noodles,Fujiwara noodle,"Fujiwara Noodle Home Hakodate, Hokkaido Rich Purport Salt Ramen 119.5gx10 Bags"
,"Grocery & Gourmet Food,Cooking & Baking,Food,Baking,Extracts & Colorings",concentrated soup: fish sauce. lemon.,Yamamori,Yamamori Thai Handmade Set Tom Yum Goong 117.8g
Smart Sense,"Grocery & Gourmet Food,Cooking & Baking,Grocery","Contains Sodium Hypochlorite,Sodium Hydroxide,Surfactant,Fragrance. Warnings: Keep out of reach of children. Eye and skin irritant. Harmful if swallowed. Do not get in eyes or on clothing. Harmful if swallowed. Vapors my irritate. Avoid prolonged breathing of vapors. Not recommended for people with chronic or acute lung conditions or heart problems. First Aid: Eyes - flush immediately with water for 15 minutes. If wearing contact lenses,remove first. Skin - remove contaminated clothing and wash skin. If breathing is affected - get fresh air immediately. If swallowed - call a Poison Control Center (1-800-222-1222),or doctor immediately. Drink a glass of water. Chemical Hazards: This product contains bleach. Do not use or mix this product with other household cleaners.",,All Purpose Cleaner with Bleach 32 fl oz (946 ml)
Pledge,"Grocery & Gourmet Food,Cooking & Baking,Grocery","Water,Cleaning Agents,Propellant,Preservative,Stabilizer,pH Adjuster. SCJ Formula No. 35 15793.",,"Multi Surface, Fragrance Free with Allergen Trappers, 9.7 oz (274 g)"
Jelly Belly,"Grocery & Gourmet Food,Cooking & Baking,Home","Sugar, Corn Syrup, Modified Food Starch, Contains 2% or less of the following: Strawberry Puree, Chocolate Liquor, Cocoa Butter, Soy Lecithin (An Emulsifier), Cocoa Powder, Citric Acid, Ground Cinnamon, Tapioca Dextrin, Natural and Artificial Flavors, Color Added, Red 40 Lake, Yellow 5 & 6 Lake, Red 40, Blue 1 & 2 Lake, Beeswax, Carnauba Wax, Confectioner's Glaze, Salt.",,Jelly Belly - Cold Stone Ice Cream Parlor Mix
YANKEETRADERS,"Grocery & Gourmet Food,Cooking & Baking,Home & Garden,Food & Beverages,Baking Chips,Grocery,Vitamins,Health","Sugar, Corn Syrup, Maltodextrin, Arabic Gum, Natural and Artificial Flavors and Red 40, Mineral Oil, & Carnauba Wax.",,Yankee Traders Brand
LC-Foods,"Grocery & Gourmet Food,Cooking & Baking,Lard & Shortening,Coconut Shortening","Erythritol, oligosaccharides (inulin chicory root fiber) natural organic stevia rebaudiana leaf herbal extract, natural luo han guo monk fruit.",,Low Carb Natural Sweetener - White Erythritol - LC Foods - Paleo - Gluten Free - Diabetic Friendly - Low Carb Sugar - 15.37 oz
Newtons,"Grocery & Gourmet Food,Cooking & Baking,Lard & Shortening,Ghee,Food,Fresh Food,Dairy, Eggs & Cheese,Butter & Margarine,Grocery","Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid), Sugar, Whole Grain Wheat Flour, Soybean Oil, Rolled Oats, Dried Lemon Peel, Invert Sugar, Salt, Natural Flavor, Baking Soda, Soy Lecithin, Citric Acid.",,Newtons Fruit Thins
Filotea,"Grocery & Gourmet Food,Cooking & Baking,Lard & Shortening,Ghee,Grocery","Durum wheat semolina, wheat germ, dehydrated garlic, dehydrated basil, natural garlic extract, natural basil extract, dehydrated spinach. Contains wheat.",,Filotea Egg Pasta
Sa Japanese Green Tea,"Grocery & Gourmet Food,Cooking & Baking,Lard & Shortening,Ghee,grocery,Home & Garden,Food & Beverages,Other Food & Beverages","Tea leaves,Roasted brown rice,and Matcha (powdered tea leaves),. In fact,its kind of our thing. Typically we dont know what we are buying until it shows up. eBay!",,Sa Japanese Green Tea
Vigo,"Grocery & Gourmet Food,Cooking & Baking,Leaveners & Yeasts,Biscuits,Food,Baking,Baking Mixes,Grocery","Wheat Flour, Garlic, Extra Virgin Olive Oil, Yeast, Salt.",,Alessi Garlic Breadsticks
Lang's Chocolates,"Grocery & Gourmet Food,Cooking & Baking,Leaveners & Yeasts,Yeast Starters,Buckwheat","Dark Chocolate (chocolate liquor (processed with alkali), sugar, cocoa butter, soy lecithin (an emulsifier), and vanilla); Cashews.",,16oz Dark Chocolate Coevered Cashews Certified Kosher-dairy
Melissa's,"Grocery & Gourmet Food,Cooking & Baking,Marshmallows,Grocery",Rainier Cherries.,,Melissa's Dried Rainier Cherries
Chikara,"Grocery & Gourmet Food,Cooking & Baking,Marshmallows,grocery",Consult our site for full details,,Chikara Oriental Udon 7.25 Oz
Ener-G Foods,"Grocery & Gourmet Food,Cooking & Baking,Nuts & Seeds","White Rice Flour, Organic Evaporated Cane Juice, Filtered Water, High Oleic Safflower Oil, Dried Cranberries (cranberries, cane sugar, sunflower oil), Egg White, Vanilla Powder (vanilla bean extractives, dextrose [corn sugar]), Monocalcium Phosphate, Salt, Sodium Bicarbonate.,White Rice Flour,Organic Evaporated Cane Juice,Filtered Water,High Oleic Safflower Oil,Dried Cranberries (cranberries, cane sugar, sunflower oil),Egg White,Vanilla Powder (vanilla bean extractives, dextrose [corn sugar]),Monocalcium Phosphate,Salt,Sodium Bicarbonate.",,Ener-G Foods Inc Cranberry Biscotti
Kobayashi Noodle,"Grocery & Gourmet Food,Cooking & Baking,Nuts & Seeds","Noodle: White rice, Water, Ethanol, Xanthan gum, Alginic acid ester*, Modified starch (Sago starch), Vinegar. Soup Base: Tamari soy sauce (Water, Soybeans, Yeast, Salt, Alcohol), Water, Monosodium glutamate, Sweet rice wine, Sugar, Synthetic sake, Modified corn startch, Ethanol, Oyster sauce (Oyster extract, Sugar, Fish sauce, Dextrin, Yeast extract, Modified corn starch), Salt, Flavored oil (Vegetable oil, Soybean oil) *Alginic acid ester: natural dietary fiber contained in seaweed and kelp,Noodle: White rice,Water,Ethanol,Xanthan gum,Alginic acid ester*,Modified starch (Sago starch),Vinegar. Soup Base: Tamari soy sauce (Water, Soybeans, Yeast, Salt, Alcohol),Monosodium glutamate,Sweet rice wine,Sugar,Synthetic sake,Modified corn startch,Oyster sauce (Oyster extract, Sugar, Fish sauce, Dextrin, Yeast extract, Modified corn starch),Salt,Flavored oil (Vegetable oil, Soybean oil),*Alginic acid ester: natural dietary fiber contained in seaweed and kelp",,Authentic Japanese Gluten Free Fresh Udon w/ Mentsuyu Soup Base (2 servings x 3pk)
Mary's Gone Crackers,"Grocery & Gourmet Food,Cooking & Baking,Nuts & Seeds","We have combined organic,gluten free,whole grain brown rice,quinoa,flax seeds and sesame seeds into an organic gluten-free cracker with a rich,nutty flavor and a satisfying crunch. Delicious on their own or with your favorite topping Mary's Original Seed Crackers are a staple in households all over the US!",,Mary's Gone Crackers Variety Pack with Onion
Trident Unwrapped,"Grocery & Gourmet Food,Cooking & Baking,Nuts & Seeds","Sorbitol,Gum Base,Xylitol,Maltitol Syrup,Natural and Artificial Flavoring; Less than 2% of Acesulfame Potassium,Aspartame,BHT (to Maintain Freshness),Mannitol,Partially Hydrogenated Coconut Oil,Soy Lecithin,Yellow 5 Lake,Yellow 6 Lake.",,Trident Unwrapped Sugar Free Gum (Tropical Twist
Orlando,"Grocery & Gourmet Food,Cooking & Baking,Nuts & Seeds",".Purified Water, .Vanilla Extract, .Cane Alcohol, .Vanillin, .Propylene Glycol, .Carmel Color, .Potassium Sorbate (as preservative)",,Pure Organically Grown Mexican Vanilla (Amber Colored) (16 Fl. Oz.)
Ritz,"Grocery & Gourmet Food,Cooking & Baking,Nuts & Seeds","Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid), Whole Grain Wheat Flour, Soybean Oil, Sugar, Partially Hydrogenated Cottonseed Oil, Leavening (Calcium Phosphate And/Or Baking Soda), Salt, High Fructose Corn Syrup, Soy Lecithin.,Unbleached Enriched Flour (Wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid),Whole Grain Wheat Flour,Soybean Oil,Sugar,Partially Hydrogenated Cottonseed Oil,Leavening (Calcium Phosphate And/Or Baking Soda),Salt,High Fructose Corn Syrup,Soy Lecithin.",,Ritz Whole Wheat Crackers
By The Cup,"Grocery & Gourmet Food,Cooking & Baking,Nuts & Seeds","Original Popcorn: Popcorn, sunflower oil and salt.White Cheddar Popcorn: Popcorn, sunflower oil, natural non-dairy cheddar flavor, salt, rice flour, natural flavor and lactic acid.,Original Popcorn: Popcorn,sunflower oil and salt.White Cheddar Popcorn: Popcorn,sunflower oil,natural non-dairy cheddar flavor,salt,rice flour,natural flavor and lactic acid.",,Skinny Pop Popcorn .65 oz Original & White Cheddar 100 Calorie Bag Variety Pack of 10 with By The Cup Bag Clip
Planters,"Grocery & Gourmet Food,Cooking & Baking,Nuts & Seeds","Almonds, Peanuts, Pistachios, Peanut and/or Cottonseed Oil, Sea Salt.",,Planters Nut Rition Men's Health Nut Mix
Oreo,"Grocery & Gourmet Food,Cooking & Baking,Nuts & Seeds","Sugar, Unbleached Enriched Flour (Wheat Flour, Niacin, REduced Iron, Thiamin Mononitrate {Vitamin B1}, Riboflavin {Vitamin B2}, Folic Acid), Palm and/or Canola Oil, Cocoa (Processed with Alkali), High Fructose Corn Syrup, Corn Syrup, Leavening (Baking Soda and/or Calcium Phosphate), Salt, Soy Lecithin, Chocolate, Artificial Flavor, Carbon Dioxide, Blue 1, Red 40.",,Oreo Firework Cookies
Blue Lily Organics,"Grocery & Gourmet Food,Cooking & Baking,Nuts & Seeds",raw coconut flour,,Blue Lily Organics Coconut Flour - 3 lb - Certified Organic
Sour Punch,"Grocery & Gourmet Food,Cooking & Baking,Nuts & Seeds","Corn Syrup, Wheat Flour, Sugar, Lactose, Citric Acid, Malic Acid, Tartaric Acid, Glyceryl Monostearate, Glycerine, Artificial Flavor, Color Added (Including Blue 1, Blue 1 Lake, Yellow 5, Yellow 5 Lake).",,Sour Punch Apple Sour Straws 4.5oz Tray (24 Pack)
